,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
1703,LNB,4,4.0,0.5,6.85295686,12.0,9.211e-05,3612.6,0.00026672
1704,LNE,4,4.0,0.5,6.85303061,12.0,9.217e-05,1807.36666667,0.00025976
1705,LNK,5,5.0,1.0,5.44230168,13.0,0.03679468,0.0,0.00014786
1706,LNO,3,3.0,0.66666667,5.95886137,12.0,0.00081415,0.5,0.00019434
1707,LNS,2,2.0,1.0,5.81725467,13.0,0.00722241,0.0,0.00010297
1708,LNV,6,6.0,0.4,6.7267971,11.0,0.00015435,8990.56666667,0.00039896
1709,LNY,4,4.0,0.83333333,5.58567365,12.0,0.0040664,0.33333333,0.0001588
1710,LNZ,11,11.0,0.76363636,5.23367496,12.0,0.09058198,8.81242448,0.00022805
1711,LOD,6,6.0,0.26666667,6.85314764,12.0,9.057e-05,9019.11666667,0.00040463
1712,LON,242,242.0,0.11234183,4.19376168,11.0,1.0,555788.52171987,0.00526564
1713,LOS,33,33.0,0.31818182,5.1888955,12.0,0.17040209,23042.11402432,0.00089978
1714,LOV,1,1.0,,6.54365578,14.0,0.00121359,0.0,6.377e-05
1715,LPA,41,41.0,0.39634146,5.11794989,12.0,0.19403944,5207.94037888,0.00080066
1716,LPB,9,9.0,0.27777778,5.87143294,13.0,0.01107887,9622.92914205,0.00041409
1717,LPI,5,5.0,0.7,5.40039713,12.0,0.02183206,0.80952381,0.00016227
1718,LPL,11,11.0,0.6,5.1261655,12.0,0.08131694,23.63767217,0.00023864
1719,LPM,2,2.0,1.0,6.85304463,12.0,9.042e-05,0.0,0.00013975
1720,LPP,2,2.0,1.0,5.79116609,13.0,0.00564832,0.0,0.00011493
1721,LPQ,3,3.0,0.33333333,6.27219647,12.0,0.00050075,101.24262349,0.00017469
1722,LPS,5,5.0,0.4,5.72028468,13.0,0.005919,7825.38809524,0.00026955
1723,LPT,2,2.0,0.0,6.77298981,13.0,0.00020987,0.5,0.00014673
1724,LPU,1,1.0,,7.74301739,13.0,2.2e-06,0.0,0.00011104
1725,LPY,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.235e-05
1726,LRD,2,2.0,1.0,5.58842035,13.0,0.0173684,0.0,8.17e-05
1727,LRE,4,4.0,0.5,6.17663369,11.0,0.00096806,1465.26044009,0.00023981
1728,LRH,3,3.0,0.66666667,5.28000626,12.0,0.0180151,194.81464425,0.00011776
1729,LRL,2,2.0,1.0,6.12551046,13.0,0.00140373,0.0,8.964e-05
1730,LRM,2,2.0,1.0,5.86743637,13.0,0.01250671,0.0,8.273e-05
1731,LRR,6,6.0,0.66666667,5.74142291,12.0,0.01808392,79.08624162,0.00018313
1732,LRS,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473e-05
1733,LRT,2,2.0,1.0,5.25761592,12.0,0.02132973,0.0,8.141e-05
1734,LRU,2,2.0,1.0,5.95660759,13.0,0.00261597,0.0,0.00011464
1735,LRV,2,2.0,1.0,6.27439382,13.0,0.00367691,0.0,0.00010024
1736,LSA,4,4.0,0.5,6.72756827,11.0,0.00015154,3538.61876529,0.00029137
1737,LSC,3,3.0,1.0,6.64057752,14.0,0.00162819,0.0,0.00016679
1738,LSE,4,4.0,1.0,5.46505843,13.0,0.02461959,0.0,0.00012141
1739,LSH,2,2.0,1.0,6.33094867,12.0,0.00048738,0.0,0.00012008
1740,LSP,4,4.0,1.0,5.93042396,13.0,0.00562241,0.0,0.00015336
1741,LSQ,2,2.0,1.0,6.64042468,14.0,0.00160044,0.0,0.00011342
1742,LSS,1,1.0,,6.25355884,13.0,0.00073297,0.0,6.932e-05
1743,LST,6,6.0,0.53333333,5.86765752,12.0,0.00260915,99.96966677,0.00028639
1744,LSY,2,2.0,1.0,5.88968044,12.0,0.00147385,0.0,0.00013293
1745,LTD,2,2.0,1.0,6.37650335,13.0,0.00332882,0.0,9.44e-05
1746,LTI,2,2.0,1.0,6.44216912,13.0,0.00050772,0.0,0.00015033
1747,LTK,2,2.0,1.0,5.66872568,12.0,0.01218978,0.0,7.947e-05
1748,LTO,3,3.0,0.66666667,5.19790589,12.0,0.00955034,126.20374303,0.00011182
1749,LUA,1,1.0,,6.48434021,12.0,0.00118458,0.0,7.192e-05
1750,LUC,1,1.0,,6.98030591,13.0,9.79e-06,0.0,0.00010229
1751,LUD,4,4.0,0.33333333,6.33013466,13.0,0.00080729,10.04916589,0.00022389
1752,LUG,5,5.0,0.8,5.24699352,12.0,0.03939489,1.8867424,0.00012871
1753,LUL,2,2.0,1.0,5.88354847,13.0,0.00550128,0.0,9.196e-05
1754,LUM,1,1.0,,6.38327954,12.0,0.00081144,0.0,6.424e-05
1755,LUN,13,13.0,0.24358974,5.64594021,12.0,0.01041199,15366.6932459,0.00059969
1756,LUP,1,1.0,,5.59804096,12.0,0.00268125,0.0,6.852e-05
1757,LUQ,3,3.0,0.66666667,5.59006526,13.0,0.00333176,0.5,0.00018252
1758,LUR,2,2.0,1.0,6.72699109,14.0,2.58e-05,0.0,0.00014951
1759,LUX,37,37.0,0.54804805,5.2657157,12.0,0.27033431,708.65956878,0.00070977
1760,LVD,1,1.0,,6.72837464,14.0,2.521e-05,0.0,0.00010755
1761,LVI,2,2.0,1.0,6.64589508,13.0,0.00018828,0.0,0.0001403
1762,LVO,2,2.0,1.0,5.9588789,12.0,0.00079995,0.0,0.00013638
1763,LWB,3,3.0,1.0,5.52876526,13.0,0.02324579,0.0,9.899e-05
1764,LWN,2,2.0,1.0,5.40607614,12.0,0.01093308,0.0,8.704e-05
1765,LWO,9,9.0,0.61111111,5.22298863,12.0,0.04727836,292.69014973,0.00023199
1766,LWS,3,3.0,0.66666667,5.70628702,13.0,0.00714922,1.16666667,0.00013352
1767,LWT,2,2.0,0.0,6.65997571,14.0,0.00042357,3616.0,0.00017682
1768,LWY,3,3.0,1.0,6.23472699,12.0,0.00069833,0.0,0.00016114
1769,LXA,5,5.0,0.3,6.49525012,12.0,0.00283725,90.79583046,0.00017302
1770,LXG,1,1.0,,6.77654777,13.0,0.00014312,0.0,8.381e-05
1771,LXR,18,18.0,0.47058824,5.2610344,12.0,0.12672527,773.68458047,0.00040995
1772,LXS,3,3.0,1.0,5.4274501,12.0,0.01177361,0.0,0.00011621
1773,LYA,6,6.0,0.66666667,5.60755446,12.0,0.00932344,138.3484427,0.0001685
1774,LYC,2,2.0,1.0,5.68596935,13.0,0.00778883,0.0,0.00011528
1775,LYG,4,4.0,0.66666667,5.63905197,12.0,0.01043561,59.01077764,0.00012375
1776,LYH,4,4.0,1.0,5.53054431,13.0,0.03405644,0.0,0.00011786
1777,LYI,4,4.0,0.66666667,5.86968872,12.0,0.0032226,0.14069264,0.00011738
1778,LYP,7,7.0,0.85714286,5.74726356,12.0,0.02058656,12.32271535,0.00021091
1779,LYR,1,1.0,,7.26705331,14.0,0.00010655,0.0,8.259e-05
1780,LYS,61,61.0,0.27978142,5.1916189,12.0,0.30101534,14009.61623446,0.00136817
1781,LZC,1,1.0,,5.81540274,13.0,0.00461702,0.0,6.537e-05
1782,LZH,1,1.0,,5.85744734,12.0,0.00135621,0.0,6.29e-05
1783,LZO,4,4.0,0.83333333,5.61037812,12.0,0.00824345,0.56584787,0.00012373
1784,LZR,1,1.0,,6.14303361,11.0,0.00044066,0.0,8.379e-05
1785,MAA,28,28.0,0.33333333,4.93197693,11.0,0.09857223,12979.8720107,0.00073701
1786,MAB,5,5.0,0.4,6.82042426,14.0,0.0004051,134.85940582,0.00026682
1787,MAD,105,105.0,0.23260073,4.91990393,12.0,0.53619156,68072.89687364,0.00229081
1788,MAF,6,6.0,0.93333333,5.56121086,13.0,0.03074203,0.41842105,0.00016333
1789,MAG,6,6.0,0.53333333,6.72613141,11.0,0.00016013,7265.61666667,0.00040004
1790,MAH,7,7.0,0.95238095,5.06284874,12.0,0.06893332,1.37607022,0.0001618
1791,MAJ,19,19.0,0.04093567,5.59610864,12.0,0.00275441,86746.622939,0.00146213
1792,MAK,1,1.0,,7.37946014,14.0,2.528e-05,0.0,9.687e-05
1793,MAM,3,3.0,0.66666667,5.81514165,13.0,0.00481033,0.5,0.00014385
1794,MAN,75,75.0,0.34414414,4.58958665,12.0,0.46678169,17458.25534728,0.0014898
1795,MAO,17,17.0,0.14705882,5.83551393,13.0,0.02038082,46504.37232894,0.00076213
1796,MAQ,2,2.0,1.0,5.77255414,12.0,0.00620611,0.0,0.00010122
1797,MAR,12,12.0,0.36363636,5.86287047,13.0,0.0155423,3998.43890632,0.00042588
1798,MAS,3,3.0,0.66666667,6.7251727,11.0,0.0001542,21.25,0.00020613
1799,MAT,3,3.0,0.33333333,6.19588323,13.0,0.00059317,7230.0,0.000228
1800,MAU,1,1.0,,7.0702622,14.0,8.25e-06,0.0,9.645e-05
1801,MAV,1,1.0,,6.59606914,13.0,4.892e-05,0.0,0.00010687
1802,MAY,1,1.0,,6.03715632,13.0,0.00244519,0.0,7.014e-05
1803,MAZ,2,2.0,1.0,5.83297374,13.0,0.00627142,0.0,8.453e-05
1804,MBA,6,6.0,0.53333333,6.1863288,13.0,0.00376254,13.83333333,0.00025519
1805,MBD,1,1.0,,5.65982769,12.0,0.00499672,0.0,6.993e-05
1806,MBE,2,2.0,1.0,5.30326094,12.0,0.00749213,0.0,9.12e-05
1807,MBH,3,3.0,0.66666667,6.17609732,11.0,0.00100639,0.33333333,0.00016642
1808,MBJ,30,30.0,0.41609195,4.75750848,12.0,0.18722484,13205.25516538,0.00073299
1809,MBK,2,2.0,0.0,7.74270205,15.0,2.02e-06,32.83333333,0.00018428
1810,MBL,1,1.0,,6.48981186,14.0,0.00021733,0.0,0.00010498
1811,MBS,5,5.0,1.0,5.50647801,13.0,0.0406028,0.0,0.00013858
1812,MBT,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638e-05
1813,MCE,2,2.0,1.0,5.20167884,12.0,0.00923995,0.0,0.00010931
1814,MCG,7,7.0,0.0952381,5.72842633,13.0,0.00141909,15076.48779769,0.00054425
1815,MCJ,1,1.0,,6.96042641,14.0,4.923e-05,0.0,8.805e-05
1816,MCK,3,3.0,1.0,5.8178414,13.0,0.00632373,0.0,0.00016842
1817,MCM,1,1.0,,6.2653273,13.0,0.00583089,0.0,5.957e-05
1818,MCN,2,2.0,1.0,5.5287676,13.0,0.01100613,0.0,0.00010493
1819,MCP,5,5.0,0.4,6.11735243,13.0,0.00053982,3985.99123971,0.00029702
1820,MCT,35,35.0,0.31596639,5.71756169,11.0,0.07287287,15893.73055327,0.00096069
1821,MCU,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.235e-05
1822,MCV,1,1.0,,6.73772443,12.0,0.00026408,0.0,8.45e-05
1823,MCW,2,2.0,0.0,5.63050175,13.0,0.00689366,3616.0,0.0001558
1824,MCX,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.481e-05
1825,MCY,5,5.0,0.5,5.86202698,11.0,0.00316562,105.545528,0.00023813
1826,MCZ,5,5.0,0.8,5.75346064,13.0,0.00590216,51.84227522,0.00018781
1827,MDC,7,7.0,0.42857143,5.74861486,11.0,0.00636155,2857.4401569,0.00029639
1828,MDE,23,23.0,0.16996047,5.86238673,13.0,0.01581393,18996.43828065,0.00102095
1829,MDG,2,2.0,1.0,5.64163776,12.0,0.00896707,0.0,8.174e-05
1830,MDK,1,1.0,,6.19595603,13.0,0.00059279,0.0,7.122e-05
1831,MDL,10,10.0,0.24444444,6.32108351,12.0,0.00087951,14478.01054645,0.00055598
1832,MDQ,3,3.0,0.66666667,5.5892812,13.0,0.00334098,2.2,0.00016409
1833,MDS,2,2.0,0.0,7.52580539,15.0,2.35e-05,0.5,0.00015299
1834,MDU,4,4.0,0.33333333,6.7273549,11.0,0.00015399,8402.78809524,0.00028253
1835,MDY,1,1.0,,5.59804096,12.0,0.00268125,0.0,6.852e-05
1836,MDZ,6,6.0,0.46666667,5.56310126,13.0,0.00521707,3631.08702039,0.00028877
1837,MED,17,17.0,0.38235294,5.31519945,12.0,0.04774324,934.38615676,0.00044215
1838,MEE,3,3.0,1.0,6.26462185,12.0,0.00028954,0.0,0.00019111
1839,MEH,5,5.0,0.6,8.26739841,15.0,6.09e-06,2.02142857,0.00027483
1840,MEI,4,4.0,0.5,5.51814376,13.0,0.01652237,124.74843972,0.00014681
1841,MEL,38,38.0,0.16785206,4.80359112,11.0,0.04206484,67204.46685762,0.00155531
1842,MEM,78,78.0,0.26773227,4.88564623,12.0,0.29320334,30564.16168299,0.00177127
1843,MES,9,9.0,0.36111111,5.76748545,11.0,0.01133186,4040.05967234,0.00036661
1844,MEU,5,5.0,0.5,6.87563403,14.0,0.00023542,1831.97318875,0.00029233
1845,MEX,85,85.0,0.14061625,4.81544267,12.0,0.25994142,118134.78780567,0.00239075
1846,MFA,2,2.0,1.0,6.20395285,13.0,0.00086046,0.0,0.00010768
1847,MFE,3,3.0,1.0,5.58329768,13.0,0.02069707,0.0,0.00010009
1848,MFG,1,1.0,,6.03013553,12.0,0.00285256,0.0,6.581e-05
1849,MFJ,1,1.0,,6.9808749,13.0,1.184e-05,0.0,0.00011041
1850,MFM,18,18.0,0.46405229,5.4126852,11.0,0.0348104,730.92326663,0.00044182
1851,MFO,2,2.0,1.0,8.72579163,13.0,5e-08,0.0,0.00018082
1852,MFR,4,4.0,1.0,5.17186501,12.0,0.0254825,0.0,0.00013061
1853,MFU,3,3.0,0.66666667,6.65582656,13.0,0.00028263,2.0,0.0001887
1854,MFZ,3,3.0,0.33333333,7.72597267,12.0,2.85e-06,1807.0,0.00022779
1855,MGA,6,6.0,0.93333333,5.53905964,13.0,0.02301411,1.66666667,0.00019468
1856,MGB,3,3.0,0.66666667,5.79428892,12.0,0.00110585,7.76969697,0.00017356
1857,MGD,2,2.0,1.0,7.59996298,15.0,1.064e-05,0.0,0.00016882
1858,MGF,3,3.0,1.0,5.77201712,13.0,0.00491279,0.0,0.00014156
1859,MGH,1,1.0,,5.65982769,12.0,0.00499672,0.0,6.993e-05
1860,MGM,5,5.0,0.9,5.57587599,13.0,0.03257824,1.17161815,0.00014068
1861,MGN,3,3.0,0.66666667,6.86545728,14.0,0.00025268,0.5,0.00018792
1862,MGQ,3,3.0,1.0,6.76303302,13.0,0.00073561,0.0,0.00013701
1863,MGS,1,1.0,,6.12956508,13.0,0.00024458,0.0,9.264e-05
1864,MGT,3,3.0,1.0,7.73878014,13.0,5.11e-06,0.0,0.00021514
1865,MGW,3,3.0,0.66666667,5.52750452,13.0,0.01640654,22.9249603,0.00012061
1866,MGZ,4,4.0,0.83333333,6.33129368,12.0,0.00050422,0.33333333,0.00021882
1867,MHD,17,17.0,0.20588235,5.7464219,12.0,0.01924528,1495.19907299,0.0005603
1868,MHG,2,2.0,1.0,6.38901904,13.0,0.01568278,0.0,7.507e-05
1869,MHH,5,5.0,0.8,5.85990755,13.0,0.01879988,2.16061911,0.00015387
1870,MHK,2,2.0,1.0,5.96113638,13.0,0.00476677,0.0,0.00010102
1871,MHQ,5,5.0,0.8,5.66726749,13.0,0.01410437,0.58333333,0.00018473
1872,MHT,15,15.0,0.95238095,5.64430933,13.0,0.11692564,3.1821818,0.00031649
1873,MHX,1,1.0,,6.12956508,13.0,0.00024458,0.0,9.264e-05
1874,MIA,110,110.0,0.19933278,4.86256434,12.0,0.46757877,207286.47942654,0.00267366
1875,MID,10,10.0,0.44444444,5.57211543,13.0,0.03739488,2865.85989355,0.00029251
1876,MII,2,2.0,1.0,5.77361624,13.0,0.0047649,0.0,0.0001114
1877,MIJ,1,1.0,,6.59606914,13.0,4.892e-05,0.0,0.00010687
1878,MIK,2,2.0,1.0,5.79109519,13.0,0.0056501,0.0,0.00011172
1879,MIL,129,129.0,0.20712209,4.64311852,12.0,0.64863045,99752.28030643,0.00275716
1880,MIM,2,2.0,0.0,5.79707644,12.0,0.0007731,6.4063948,0.0001327
1881,MIR,20,20.0,0.67368421,5.3571924,12.0,0.15208774,52.58180795,0.00039194
1882,MIS,3,3.0,0.66666667,6.13577356,10.0,0.000592,1082.153982,0.00019425
1883,MIU,2,2.0,1.0,6.18885584,13.0,0.00308137,0.0,0.00011241
1884,MJA,2,2.0,1.0,7.18594487,14.0,1e-05,0.0,0.00015257
1885,MJB,2,2.0,0.0,6.59602963,13.0,4.894e-05,3616.0,0.00022248
1886,MJD,4,4.0,0.5,6.08376451,12.0,0.00236803,3616.0,0.00022025
1887,MJE,2,2.0,0.0,7.59628855,14.0,1.78e-06,4.08333333,0.00018506
1888,MJF,5,5.0,0.7,6.3798101,13.0,0.00040912,3.41666667,0.00024891
1889,MJK,4,4.0,0.83333333,5.95885993,12.0,0.00082918,0.58333333,0.00024589
1890,MJL,2,2.0,1.0,6.19411629,13.0,0.00135751,0.0,0.00012888
1891,MJM,3,3.0,0.66666667,6.2160348,13.0,0.00071865,4.5968254,0.0001586
1892,MJN,14,14.0,0.15384615,6.18427268,13.0,0.00086646,14765.20800266,0.00072103
1893,MJT,5,5.0,0.6,5.42754084,12.0,0.01211695,2.01902535,0.00019091
1894,MJV,5,5.0,0.9,5.25201857,12.0,0.04687995,0.13363095,0.00012869
1895,MJZ,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.481e-05
1896,MKC,59,59.0,0.41145529,4.96120487,12.0,0.26341436,24767.56381289,0.00138256
1897,MKE,51,51.0,0.45019608,4.96087385,12.0,0.24093627,4721.1601118,0.0010691
1898,MKG,4,4.0,0.83333333,5.53246162,13.0,0.02556921,3.89064069,0.00011756
1899,MKK,3,3.0,1.0,5.58778164,12.0,0.00351524,0.0,0.00012881
1900,MKL,2,2.0,0.0,5.88556877,13.0,0.00520945,3616.0,0.0001503
1901,MKM,4,4.0,1.0,6.73675743,12.0,0.0004619,0.0,0.00019378
1902,MKN,2,2.0,0.0,8.72802183,13.0,1e-07,1.0,0.00018375
1903,MKP,2,2.0,1.0,6.07032747,13.0,0.0004474,0.0,0.00014466
1904,MKQ,1,1.0,,8.75351745,14.0,8e-08,0.0,0.00011244
1905,MKR,2,2.0,1.0,5.95893076,12.0,0.00079969,0.0,0.00014142
1906,MKS,2,2.0,1.0,6.27923441,13.0,0.0017195,0.0,0.00012036
1907,MKU,1,1.0,,6.19436506,13.0,0.00133151,0.0,7.266e-05
1908,MKY,4,4.0,0.33333333,6.17265908,11.0,0.00106218,702.50660603,0.00022138
1909,MKZ,1,1.0,,6.73022696,13.0,0.00010326,0.0,8.225e-05
1910,MLA,46,46.0,0.51497585,5.40555444,12.0,0.32838983,5778.47705443,0.00097135
1911,MLB,4,4.0,1.0,5.60646491,13.0,0.03898513,0.0,0.00011578
1912,MLE,17,17.0,0.39705882,5.24615265,11.0,0.11014546,14931.0057155,0.00050201
1913,MLI,10,10.0,0.86666667,5.53008474,13.0,0.06192918,13.22364384,0.00024744
1914,MLL,2,2.0,1.0,6.72783761,14.0,2.677e-05,0.0,0.00016515
1915,MLM,15,15.0,0.43809524,5.1452125,12.0,0.04441563,4583.50731298,0.00039907
1916,MLO,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473e-05
1917,MLS,2,2.0,0.0,6.65993707,14.0,0.00042378,1487.20759535,0.00014329
1918,MLU,12,12.0,0.54545455,5.59184029,13.0,0.04202685,267.02844923,0.00030021
1919,MLW,7,7.0,0.57142857,5.09978034,12.0,0.0389453,394.69777331,0.00019051
1920,MLX,2,2.0,1.0,5.66053316,13.0,0.01257505,0.0,8.963e-05
1921,MLY,2,2.0,1.0,6.74775624,14.0,0.00013094,0.0,0.00016118
1922,MMA,11,11.0,0.45454545,5.21327043,12.0,0.06513899,535.91259635,0.00030997
1923,MMB,4,4.0,0.83333333,5.31972951,12.0,0.0141374,0.04255319,0.00013855
1924,MMD,2,2.0,1.0,6.28072876,13.0,0.00067608,0.0,0.00011906
1925,MME,5,5.0,0.9,5.22321361,12.0,0.04206696,2.75326797,0.00013845
1926,MMG,1,1.0,,5.95894829,12.0,0.00078548,0.0,8.132e-05
1927,MMJ,4,4.0,1.0,5.45728816,12.0,0.00685384,0.0,0.00013829
1928,MMK,5,5.0,0.3,5.39642657,12.0,0.01562628,2899.1965782,0.00020338
1929,MMO,1,1.0,,7.24206408,14.0,7.045e-05,0.0,8.815e-05
1930,MMP,2,2.0,1.0,6.86542258,14.0,0.00024835,0.0,0.00013036
1931,MMY,5,5.0,0.7,5.31608261,12.0,0.01215813,1609.25537245,0.00019677
1932,MNB,2,2.0,1.0,7.19582863,14.0,1.073e-05,0.0,0.00018445
1933,MNF,1,1.0,,5.98100282,12.0,0.00051988,0.0,8.195e-05
1934,MNG,4,4.0,0.5,6.73764374,12.0,0.00026458,7674.44296419,0.0002632
1935,MNJ,3,3.0,0.33333333,6.18666971,13.0,0.00053333,1805.98333333,0.00019787
1936,MNL,67,67.0,0.11216644,4.71730892,10.0,0.12107894,227154.60673758,0.00275269
1937,MNR,2,2.0,1.0,6.64589508,13.0,0.00018828,0.0,0.0001403
1938,MNS,1,1.0,,6.6557282,13.0,9.432e-05,0.0,9.248e-05
1939,MNT,2,2.0,1.0,6.74775624,14.0,0.00013094,0.0,0.00016118
1940,MNU,3,3.0,1.0,6.33121547,12.0,0.00049557,0.0,0.00016936
1941,MNY,2,2.0,1.0,8.1695814,12.0,4e-07,0.0,0.00018362
1942,MOA,1,1.0,,6.24212191,13.0,0.00158774,0.0,6.483e-05
1943,MOB,9,9.0,0.94444444,5.51264268,13.0,0.06633945,1.14643983,0.00021032
1944,MOC,1,1.0,,6.77007264,14.0,0.00015108,0.0,7.461e-05
1945,MOD,1,1.0,,5.25522556,12.0,0.00741286,0.0,6.151e-05
1946,MOG,2,2.0,1.0,7.33126606,13.0,1.855e-05,0.0,0.00013233
1947,MOI,3,3.0,0.66666667,6.12949992,13.0,0.00025343,0.5,0.00022576
1948,MOL,4,4.0,1.0,6.27161266,13.0,0.00663887,0.0,0.00015919
1949,MON,4,4.0,0.66666667,6.24115261,12.0,0.00045002,189.94029152,0.0002122
1950,MOQ,6,6.0,0.26666667,6.18630364,13.0,0.00054352,7222.10837211,0.00036457
1951,MOT,1,1.0,,5.63055533,13.0,0.00689149,0.0,6.428e-05
1952,MOU,2,2.0,1.0,6.72676705,14.0,2.7e-05,0.0,0.00015864
1953,MOW,186,186.0,0.09584423,4.40847869,11.0,0.5823272,341434.48646073,0.00511005
1954,MOZ,4,4.0,1.0,6.07032903,13.0,0.00046406,0.0,0.0002445
1955,MPA,1,1.0,,6.32281967,13.0,0.00065741,0.0,7.91e-05
1956,MPH,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638e-05
1957,MPK,3,3.0,1.0,5.39140039,12.0,0.00639664,0.0,0.00011989
1958,MPL,15,15.0,0.61904762,5.16507915,12.0,0.07197251,232.2534451,0.00033281
1959,MPM,11,11.0,0.29090909,5.27542235,12.0,0.02202579,8975.60487691,0.00039594
1960,MPN,2,2.0,0.0,8.65087115,16.0,1.66e-06,7230.0,0.00020514
1961,MPU,2,2.0,1.0,7.7276699,12.0,5.58e-06,0.0,0.00015383
1962,MPW,1,1.0,,6.38709915,13.0,0.00571868,0.0,6.044e-05
1963,MPY,2,2.0,1.0,6.27846846,13.0,0.00032614,0.0,0.00014092
1964,MQF,4,4.0,0.83333333,5.40896366,12.0,0.01186467,0.57692308,0.00013407
1965,MQL,2,2.0,1.0,5.794307,12.0,0.00109223,0.0,0.00012025
1966,MQM,1,1.0,,6.28154956,13.0,0.00306243,0.0,6.923e-05
1967,MQN,6,6.0,0.53333333,6.37985126,13.0,0.0004126,10.86666667,0.00029655
1968,MQT,5,5.0,0.6,5.530285,13.0,0.0197855,134.04288725,0.00016068
1969,MQX,3,3.0,0.0,6.27924316,13.0,0.00169002,5416.98333333,0.00020736
1970,MQZ,2,2.0,1.0,5.95893076,12.0,0.00079969,0.0,0.00014142
1971,MRA,2,2.0,1.0,6.28567228,13.0,0.00166602,0.0,9.694e-05
1972,MRD,4,4.0,0.5,6.27009946,13.0,0.00389834,1129.570658,0.00017783
1973,MRE,3,3.0,0.66666667,6.16805083,13.0,0.00245398,1.0,0.00016165
1974,MRQ,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638e-05
1975,MRS,47,47.0,0.29047179,5.17647398,12.0,0.20814755,2088.85322128,0.00100773
1976,MRU,31,31.0,0.34623656,4.80018456,11.0,0.17551286,32344.12347037,0.00084507
1977,MRV,17,17.0,0.38235294,5.39168602,12.0,0.02629756,180.36870798,0.00044294
1978,MRY,3,3.0,1.0,5.19745646,12.0,0.0228302,0.0,0.00010366
1979,MRZ,4,4.0,0.5,5.88250092,11.0,0.00242441,185.89376168,0.00022811
1980,MSA,3,3.0,0.33333333,7.62991273,15.0,2.969e-05,3611.43095238,0.00023746
1981,MSH,1,1.0,,7.71753547,13.0,2.3e-05,0.0,0.00010802
1982,MSJ,3,3.0,1.0,5.3129167,12.0,0.01202857,0.0,0.00011505
1983,MSL,1,1.0,,6.88553004,14.0,9.253e-05,0.0,0.00010534
1984,MSN,11,11.0,0.8,5.5355276,13.0,0.06850548,39.46429762,0.00026598
1985,MSO,7,7.0,0.9047619,5.67456997,13.0,0.01780783,26.72217124,0.00023399
1986,MSP,116,116.0,0.1862069,4.63060891,12.0,0.38799538,154802.64449523,0.00311432
1987,MSQ,22,22.0,0.52380952,5.28838731,12.0,0.14749859,376.86066436,0.00046939
1988,MSR,1,1.0,,6.28154956,13.0,0.00306243,0.0,6.923e-05
1989,MSS,2,2.0,1.0,6.81724623,14.0,0.00012828,0.0,0.00017656
1990,MST,4,4.0,1.0,5.24198397,12.0,0.05669792,0.0,0.00011258
1991,MSU,1,1.0,,5.65982769,12.0,0.00499672,0.0,6.993e-05
1992,MSY,42,42.0,0.67479675,4.94421316,12.0,0.24859873,1313.02961948,0.00085484
1993,MTF,2,2.0,1.0,8.27896122,15.0,5.6e-07,0.0,0.00020638
1994,MTJ,2,2.0,1.0,5.7240607,13.0,0.0124386,0.0,8.751e-05
1995,MTL,2,2.0,0.0,5.88963682,12.0,0.00144813,7230.0,0.00017773
1996,MTM,1,1.0,,6.71445309,14.0,0.00010558,0.0,0.00011129
1997,MTO,1,1.0,,6.54970735,14.0,0.00036368,0.0,8.392e-05
1998,MTR,5,5.0,0.7,5.95877335,13.0,0.00325151,507.87801227,0.00022812
1999,MTS,3,3.0,1.0,5.6528495,12.0,0.00557061,0.0,0.00013383
2000,MTT,2,2.0,1.0,5.81152313,13.0,0.00497488,0.0,9.119e-05
2001,MTV,2,2.0,1.0,9.85295068,15.0,0.0,0.0,0.00021979
2002,MTY,30,30.0,0.26896552,5.54367524,13.0,0.06832617,9259.10913105,0.00078734
2003,MUA,3,3.0,1.0,7.1696604,11.0,2.167e-05,0.0,0.00024511
2004,MUB,5,5.0,0.4,5.65448912,12.0,0.00588658,3623.5,0.00026945
2005,MUC,143,143.0,0.19639515,4.7163297,12.0,0.68772142,56146.78476168,0.00280949
2006,MUE,2,2.0,1.0,5.58779844,12.0,0.00344302,0.0,9.507e-05
2007,MUK,2,2.0,1.0,6.12943054,13.0,0.00024908,0.0,0.00015661
2008,MUN,3,3.0,0.66666667,6.2743805,13.0,0.00374046,1.07619048,0.0001469
2009,MUR,3,3.0,0.66666667,6.74522593,13.0,0.00010304,0.5,0.00020061
2010,MUW,1,1.0,,6.23169094,13.0,0.00367403,0.0,6.465e-05
2011,MUX,6,6.0,0.46666667,5.72149909,12.0,0.01242911,3277.29446072,0.0002112
2012,MVB,1,1.0,,6.19436506,13.0,0.00133151,0.0,7.266e-05
2013,MVD,10,10.0,0.42222222,5.56767673,13.0,0.01626214,421.21742973,0.00037068
2014,MVR,4,4.0,0.5,6.29527,13.0,0.00107217,30.84027506,0.00019227
2015,MVS,1,1.0,,6.77203473,14.0,8.6e-05,0.0,8.83e-05
